uid,dialogue_id,utt_idx,target_utterance,gold_intent,gold_bitmask,pred_intents,pred_bitmask,raw_response
578-1_utt2_intention,578-1,2,agent_2: I suggest you look at my offer because you can get hungry and also need water.i really need the firewood as well,Undermine-Requirements,"[0, 0, 0, 0, 0, 0, 0, 0, 1]","['Describe-Need', 'Undermine-Requirements']","[0, 0, 1, 0, 0, 0, 0, 0, 1]","{""intents"":[""Describe-Need"",""Undermine-Requirements""]}"
578-2_utt1_intention,578-2,1,"agent_1: We already have more food than we need due to the extra people who brought more food than we'll eat. Plus, we're near a fresh water supply. And there's so much snow, it's insane🙂I need all the firewood. ",Describe-Need,"[0, 0, 1, 0, 0, 0, 0, 0, 0]","['Describe-Need', 'Undermine-Requirements']","[0, 0, 1, 0, 0, 0, 0, 0, 1]","{""intents"":[""Describe-Need"",""Undermine-Requirements""]}"
578-2_utt2_intention,578-2,2,"agent_2: all the firewood will not work for me.okay you can have 2 firewood while i get 1 firewood,3 waterand 3 food",Callout-Fairness,"[0, 1, 0, 0, 0, 0, 0, 0, 0]","['Undermine-Requirements', 'Promote-Coordination']","[0, 0, 0, 0, 0, 0, 1, 0, 1]","{""intents"":[""Undermine-Requirements"",""Promote-Coordination""]}"
578-3_utt1_intention,578-3,1,agent_1: Are you near the woods? ,Build-Rapport,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",['Discover-Preference'],"[0, 0, 0, 1, 0, 0, 0, 0, 0]","{""intents"":[""Discover-Preference""]}"
578-3_utt2_intention,578-3,2,agent_2: NO.That is why i will be needing at least 2 firewood so i can keep warm,Describe-Need,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",['Describe-Need'],"[0, 0, 1, 0, 0, 0, 0, 0, 0]","{""intents"":[""Describe-Need""]}"
578-4_utt1_intention,578-4,1,"agent_1: You offered me 2 before, although I need all 3. Plus, you get all the food and water.🙂",Callout-Fairness,"[0, 1, 0, 0, 0, 0, 0, 0, 0]","['Callout-Fairness', 'Describe-Need']","[0, 1, 1, 0, 0, 0, 0, 0, 0]","{""intents"":[""Callout-Fairness"",""Describe-Need""]}"
578-4_utt2_intention,578-4,2,agent_2: yes but you can have 2 now while i keep 1.is that a deal?,No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",['Promote-Coordination'],"[0, 0, 0, 0, 0, 0, 1, 0, 0]","{""intents"":[""Promote-Coordination""]}"
579-0_utt1_intention,579-0,1,agent_1: hello there my fellow camping friend,Build-Rapport,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",['Build-Rapport'],"[1, 0, 0, 0, 0, 0, 0, 0, 0]","{""intents"":[""Build-Rapport""]}"
579-0_utt2_intention,579-0,2,"agent_2: Hi! I'm most interested in acquiring firewood, since I don't want my fire to burn out on the trip. What are you looking for?","Describe-Need,Discover-Preference","[0, 0, 1, 1, 0, 0, 0, 0, 0]","['Build-Rapport', 'Describe-Need']","[1, 0, 1, 0, 0, 0, 0, 0, 0]","{""intents"":[""Build-Rapport"",""Describe-Need""]}"
579-1_utt1_intention,579-1,1,agent_1: I am also looking for firewood. Since I was a child i have always enjoyed camp fires. They mean a lot to me,Describe-Need,"[0, 0, 1, 0, 0, 0, 0, 0, 0]","['Build-Rapport', 'Describe-Need']","[1, 0, 1, 0, 0, 0, 0, 0, 0]","{""intents"":[""Build-Rapport"",""Describe-Need""]}"
579-1_utt2_intention,579-1,2,"agent_2: Okay so we can think about splitting the firewood. 🙂 I'm also interested in water because I plan to do a lot of activities like hiking and kayaking, so it will be helpful for me to be able to hydrate more.","Describe-Need,Promote-Coordination","[0, 0, 1, 0, 0, 0, 1, 0, 0]","['Promote-Coordination', 'Describe-Need']","[0, 0, 1, 0, 0, 0, 1, 0, 0]","{""intents"":[""Promote-Coordination"",""Describe-Need""]}"
579-2_utt1_intention,579-2,1,agent_1: That is okay. What about i get 2 packages of firewood and then you get 2 packages of water. Is that okay with you?,No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",['Promote-Coordination'],"[0, 0, 0, 0, 0, 0, 1, 0, 0]","{""intents"":[""Promote-Coordination""]}"
579-2_utt2_intention,579-2,2,"agent_2: Since I'm most interested in firewood, I would want 3 waters if you're going to get more firewood.",Promote-Coordination,"[0, 0, 0, 0, 0, 0, 1, 0, 0]","['Describe-Need', 'Discover-Preference']","[0, 0, 1, 1, 0, 0, 0, 0, 0]","{""intents"":[""Describe-Need"",""Discover-Preference""]}"
579-3_utt1_intention,579-3,1,agent_1: Nice. That's okay with me. You get 3 waters and a I get 3 firewood,No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",['Promote-Coordination'],"[0, 0, 0, 0, 0, 0, 1, 0, 0]","{""intents"":[""Promote-Coordination""]}"
579-3_utt2_intention,579-3,2,agent_2: I was actually saying you get 2 firewood and I get 3 waters. Then you could have 2 food and I get 1 food.,No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]","['Callout-Fairness', 'Promote-Coordination']","[0, 1, 0, 0, 0, 0, 1, 0, 0]","{""intents"":[""Callout-Fairness"",""Promote-Coordination""]}"
579-4_utt1_intention,579-4,1,agent_1: That's seems fair to me since we all need food to eat,Callout-Fairness,"[0, 1, 0, 0, 0, 0, 0, 0, 0]","['Callout-Fairness', 'Describe-Need']","[0, 1, 1, 0, 0, 0, 0, 0, 0]","{""intents"":[""Callout-Fairness"",""Describe-Need""]}"
579-4_utt2_intention,579-4,2,"agent_2: Okay, I'm glad we were able to work something out!",Promote-Coordination,"[0, 0, 0, 0, 0, 0, 1, 0, 0]",['Promote-Coordination'],"[0, 0, 0, 0, 0, 0, 1, 0, 0]","{""intents"":[""Promote-Coordination""]}"
579-5_utt1_intention,579-5,1,agent_1: Am also glad.You are more interested in water. Do you drink a lot of water frequently?,"Build-Rapport,Discover-Preference","[1, 0, 0, 1, 0, 0, 0, 0, 0]","['Build-Rapport', 'Discover-Preference']","[1, 0, 0, 1, 0, 0, 0, 0, 0]","{""intents"":[""Build-Rapport"",""Discover-Preference""]}"
579-5_utt2_intention,579-5,2,"agent_2: Yes, I drink a lot of water because I'm a big and active guy. You can go ahead and submit the deal now if you want.",Describe-Need,"[0, 0, 1, 0, 0, 0, 0, 0, 0]","['Describe-Need', 'Promote-Coordination']","[0, 0, 1, 0, 0, 0, 1, 0, 0]","{""intents"":[""Describe-Need"",""Promote-Coordination""]}"
579-6_utt1_intention,579-6,1,agent_1: Okay. It was nice sharing with you,Build-Rapport,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",['Build-Rapport'],"[1, 0, 0, 0, 0, 0, 0, 0, 0]","{""intents"":[""Build-Rapport""]}"
580-0_utt1_intention,580-0,1,agent_1: Hello 🙂,No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",['Build-Rapport'],"[1, 0, 0, 0, 0, 0, 0, 0, 0]","{""intents"":[""Build-Rapport""]}"
580-0_utt2_intention,580-0,2,agent_2: Hello to you!,No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",['Build-Rapport'],"[1, 0, 0, 0, 0, 0, 0, 0, 0]","{""intents"":[""Build-Rapport""]}"
580-1_utt1_intention,580-1,1,agent_1: Food is the most important item for me because the food I brought has spoiled! Which item do you need the most?,"Describe-Need,Discover-Preference","[0, 0, 1, 1, 0, 0, 0, 0, 0]","['Describe-Need', 'Discover-Preference']","[0, 0, 1, 1, 0, 0, 0, 0, 0]","{""intents"":[""Describe-Need"",""Discover-Preference""]}"
580-1_utt2_intention,580-1,2,agent_2: I need water above all else.,No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",['Describe-Need'],"[0, 0, 1, 0, 0, 0, 0, 0, 0]","{""intents"":[""Describe-Need""]}"
580-2_utt1_intention,580-2,1,"agent_1: Oh, that works for me. I don't need much extra water. 🙂",No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",['No-Need'],"[0, 0, 0, 0, 0, 1, 0, 0, 0]","{""intents"":[""No-Need""]}"
580-2_utt2_intention,580-2,2,agent_2: Exccellent.,No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",['No-Intention'],"[0, 0, 0, 0, 1, 0, 0, 0, 0]","{""intents"":[""No-Intention""]}"
580-3_utt1_intention,580-3,1,agent_1: So I take all 3 packages of food and you take all 3 packages of water?,No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",['Promote-Coordination'],"[0, 0, 0, 0, 0, 0, 1, 0, 0]","{""intents"":[""Promote-Coordination""]}"
580-3_utt2_intention,580-3,2,"agent_2: How about I take 2 packs of water, you take 1 pack. I take 1 pack of food and you take 2 packs of food",No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]","['Callout-Fairness', 'Promote-Coordination']","[0, 1, 0, 0, 0, 0, 1, 0, 0]","{""intents"":[""Callout-Fairness"",""Promote-Coordination""]}"
580-4_utt1_intention,580-4,1,"agent_1: Well, I would rather not. I might starve if I don't have all 3 packages of food ☹️",Callout-Fairness,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",['Undermine-Requirements'],"[0, 0, 0, 0, 0, 0, 0, 0, 1]","{""intents"":[""Undermine-Requirements""]}"
580-4_utt2_intention,580-4,2,agent_2: how much firewood do you need,No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",['Discover-Preference'],"[0, 0, 0, 1, 0, 0, 0, 0, 0]","{""intents"":[""Discover-Preference""]}"
580-5_utt1_intention,580-5,1,agent_1: I would like 2,No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",['Describe-Need'],"[0, 0, 1, 0, 0, 0, 0, 0, 0]","{""intents"":[""Describe-Need""]}"
580-5_utt2_intention,580-5,2,"agent_2: I will  be happy to let you have 3 packs of food , but I need 2 packs of firewood",Promote-Coordination,"[0, 0, 0, 0, 0, 0, 1, 0, 0]","['Describe-Need', 'Undermine-Requirements']","[0, 0, 1, 0, 0, 0, 0, 0, 1]","{""intents"":[""Describe-Need"",""Undermine-Requirements""]}"
580-6_utt1_intention,580-6,1,agent_1: I am also letting you have all 3 packs of water. I think we need to consider how to split the firewood in a fair manner.,Callout-Fairness,"[0, 1, 0, 0, 0, 0, 0, 0, 0]","['Callout-Fairness', 'Promote-Coordination']","[0, 1, 0, 0, 0, 0, 1, 0, 0]","{""intents"":[""Callout-Fairness"",""Promote-Coordination""]}"
580-6_utt2_intention,580-6,2,agent_2: What do you think is  a fair deal with the firewood,"Callout-Fairness,Promote-Coordination","[0, 1, 0, 0, 0, 0, 1, 0, 0]","['Callout-Fairness', 'Promote-Coordination']","[0, 1, 0, 0, 0, 0, 1, 0, 0]","{""intents"":[""Callout-Fairness"",""Promote-Coordination""]}"
580-7_utt1_intention,580-7,1,agent_1: The person who needs it the most should get 2. I think I need it more because I didn't bring a warm sleeping bag.,Describe-Need,"[0, 0, 1, 0, 0, 0, 0, 0, 0]","['Callout-Fairness', 'Describe-Need']","[0, 1, 1, 0, 0, 0, 0, 0, 0]","{""intents"":[""Callout-Fairness"",""Describe-Need""]}"
580-7_utt2_intention,580-7,2,"agent_2: I have a very warm sleeping bag. and I have other firestarting materilas with me. I will agree to you getting 2 firewoods, 3 foods, and 0 water",No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]","['Describe-Need', 'Promote-Coordination']","[0, 0, 1, 0, 0, 0, 1, 0, 0]","{""intents"":[""Describe-Need"",""Promote-Coordination""]}"
581-0_utt1_intention,581-0,1,agent_1: Hi there! Are you excited about camping?,Build-Rapport,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",['Build-Rapport'],"[1, 0, 0, 0, 0, 0, 0, 0, 0]","{""intents"":[""Build-Rapport""]}"
581-0_utt2_intention,581-0,2,"agent_2: Hey! I sure am! The only thing is, I just learned that the canyon where I'm camping is going to be experiencing an unexpected heat wave over the next few days and I'm worried I might not be fully prepared. ☹️ What about you?",Build-Rapport,"[1, 0, 0, 0, 0, 0, 0, 0, 0]","['Build-Rapport', 'Describe-Need']","[1, 0, 1, 0, 0, 0, 0, 0, 0]","{""intents"":[""Build-Rapport"",""Describe-Need""]}"
581-1_utt1_intention,581-1,1,agent_1: Same here! Last time my daughter got dehydrated and it made her sick!,Build-Rapport,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",['Show-Empathy'],"[0, 0, 0, 0, 0, 0, 0, 1, 0]","{""intents"":[""Show-Empathy""]}"
581-1_utt2_intention,581-1,2,agent_2: That sounds awful! 😮 Where are you going to be camping?,Build-Rapport,"[1, 0, 0, 0, 0, 0, 0, 0, 0]","['Show-Empathy', 'Discover-Preference']","[0, 0, 0, 1, 0, 0, 0, 1, 0]","{""intents"":[""Show-Empathy"",""Discover-Preference""]}"
581-2_utt1_intention,581-2,1,"agent_1: In Arizona, so I know it'll be hot. How about you? ",Build-Rapport,"[1, 0, 0, 0, 0, 0, 0, 0, 0]","['Build-Rapport', 'Discover-Preference']","[1, 0, 0, 1, 0, 0, 0, 0, 0]","{""intents"":[""Build-Rapport"",""Discover-Preference""]}"
581-2_utt2_intention,581-2,2,"agent_2: Same! At least, I won't need firewood, because it will be so hot. I'm very worried about the water situation though. It's just going to be me out there and the only fresh water is at the base of the canyon, and that's a really long and dangerous hike down for one person.","Build-Rapport,Describe-Need,No-Need","[1, 0, 1, 0, 0, 1, 0, 0, 0]",['Describe-Need'],"[0, 0, 1, 0, 0, 0, 0, 0, 0]","{""intents"":[""Describe-Need""]}"
581-3_utt1_intention,581-3,1,"agent_1: Well, if you give me 2 firewood and 2 food I will take just one water and you can have 2. I don't want you getting hurt!","Promote-Coordination,Show-Empathy","[0, 0, 0, 0, 0, 0, 1, 1, 0]",['Promote-Coordination'],"[0, 0, 0, 0, 0, 0, 1, 0, 0]","{""intents"":[""Promote-Coordination""]}"
581-3_utt2_intention,581-3,2,"agent_2: That could work, but if possible I would like a little more food then, in case I do need to hike to the stream on the last day. I only have a couple of traps with me and those can be unreliable for food. Would it be ok if I take 2 water, 2 food, and 1 firewood?",Describe-Need,"[0, 0, 1, 0, 0, 0, 0, 0, 0]","['Describe-Need', 'Discover-Preference']","[0, 0, 1, 1, 0, 0, 0, 0, 0]","{""intents"":[""Describe-Need"",""Discover-Preference""]}"
581-4_utt1_intention,581-4,1,"agent_1: No, if I give up the water I would want 2 of the food because I have extra people coming one of the nights.","Describe-Need,Promote-Coordination","[0, 0, 1, 0, 0, 0, 1, 0, 0]",['Describe-Need'],"[0, 0, 1, 0, 0, 0, 0, 0, 0]","{""intents"":[""Describe-Need""]}"
581-4_utt2_intention,581-4,2,"agent_2: Oh, I didn't know you had more people on the way. I understand. If I have to stay up in the canyon, I might need to build a fire to keep coyotes away at night. Would my taking 2 water, 1 food, and 2 firewood work for you?","Describe-Need,Show-Empathy","[0, 0, 1, 0, 0, 0, 0, 1, 0]","['Describe-Need', 'Promote-Coordination']","[0, 0, 1, 0, 0, 0, 1, 0, 0]","{""intents"":[""Describe-Need"",""Promote-Coordination""]}"
582-0_utt1_intention,582-0,1,agent_2: hello. so what are you thinking about this whole situation?,Build-Rapport,"[1, 0, 0, 0, 0, 0, 0, 0, 0]","['Build-Rapport', 'Discover-Preference']","[1, 0, 0, 1, 0, 0, 0, 0, 0]","{""intents"":[""Build-Rapport"",""Discover-Preference""]}"
582-0_utt2_intention,582-0,2,"agent_1: Hey, I think that this is nice, we get to go camping and get extra stuff. But definitely need more food and firewood",Build-Rapport,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",['Describe-Need'],"[0, 0, 1, 0, 0, 0, 0, 0, 0]","{""intents"":[""Describe-Need""]}"
582-1_utt1_intention,582-1,1,"agent_2: Yeah, I think I'm okay with firewood, but I'd really like more food and water.",No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]","['Describe-Need', 'Discover-Preference']","[0, 0, 1, 1, 0, 0, 0, 0, 0]","{""intents"":[""Describe-Need"",""Discover-Preference""]}"
582-1_utt2_intention,582-1,2,agent_1: That fine then. If you want you can have most of the water and I can have most of the firewood. Sounds good?,No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",['Promote-Coordination'],"[0, 0, 0, 0, 0, 0, 1, 0, 0]","{""intents"":[""Promote-Coordination""]}"
582-2_utt1_intention,582-2,1,agent_2: That seems fine. How do you want to split the food? I grew up poor so I'm always afraid of starving 😮,"Callout-Fairness,Describe-Need,Promote-Coordination","[0, 1, 1, 0, 0, 0, 1, 0, 0]","['Callout-Fairness', 'Describe-Need']","[0, 1, 1, 0, 0, 0, 0, 0, 0]","{""intents"":[""Callout-Fairness"",""Describe-Need""]}"
582-2_utt2_intention,582-2,2,"agent_1: Oh, yea I get that. I have a family so I need some food too. But just to clarify, are the original plan was to get 3 firewood for me and 3 waters for u right? ","Describe-Need,Show-Empathy","[0, 0, 1, 0, 0, 0, 0, 1, 0]","['Show-Empathy', 'Describe-Need', 'Promote-Coordination']","[0, 0, 1, 0, 0, 0, 1, 1, 0]","{""intents"":[""Show-Empathy"",""Describe-Need"",""Promote-Coordination""]}"
582-3_utt1_intention,582-3,1,"agent_2: Yeah, that is fine with me.",No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",['No-Intention'],"[0, 0, 0, 0, 1, 0, 0, 0, 0]","{""intents"":[""No-Intention""]}"
582-3_utt2_intention,582-3,2,"agent_1: In that case, I would be fine trading the extra food for a water. so you would get 2 waters and 2 foods ",Promote-Coordination,"[0, 0, 0, 0, 0, 0, 1, 0, 0]",['Promote-Coordination'],"[0, 0, 0, 0, 0, 0, 1, 0, 0]","{""intents"":[""Promote-Coordination""]}"
582-4_utt1_intention,582-4,1,"agent_2: Hmm, that works for me. So basically, you get 1 food, 1 water, and 2 firewood? I get 2, 2, and 0. If that's right, I agree.",No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",['Promote-Coordination'],"[0, 0, 0, 0, 0, 0, 1, 0, 0]","{""intents"":[""Promote-Coordination""]}"
582-4_utt2_intention,582-4,2,"agent_1: Yea, so that about right, but i get 3 firewoods",No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",['Callout-Fairness'],"[0, 1, 0, 0, 0, 0, 0, 0, 0]","{""intents"":[""Callout-Fairness""]}"
582-5_utt1_intention,582-5,1,"agent_2: Oh, yeah, sorry, mistyped that. Okay, let's do it then. Was good talking.",Build-Rapport,"[1, 0, 0, 0, 0, 0, 0, 0, 0]","['Build-Rapport', 'Promote-Coordination']","[1, 0, 0, 0, 0, 0, 1, 0, 0]","{""intents"":[""Build-Rapport"",""Promote-Coordination""]}"
583-0_utt1_intention,583-0,1,"agent_1: I want to make sure I'm well prepared for camping. How would you feel if I took 2 water, 1 firewood, and 2 food?",Build-Rapport,"[1, 0, 0, 0, 0, 0, 0, 0, 0]","['Build-Rapport', 'Describe-Need', 'Discover-Preference']","[1, 0, 1, 1, 0, 0, 0, 0, 0]","{""intents"":[""Build-Rapport"",""Describe-Need"",""Discover-Preference""]}"
583-0_utt2_intention,583-0,2,agent_2: I really need 3 firewood because I am always cold.,Describe-Need,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",['Describe-Need'],"[0, 0, 1, 0, 0, 0, 0, 0, 0]","{""intents"":[""Describe-Need""]}"
583-1_utt1_intention,583-1,1,"agent_1: If I gave you 3 firewood, would you give me 3 water? I can do without the wood, but the water is really important to stay hydrated.","Describe-Need,Promote-Coordination","[0, 0, 1, 0, 0, 0, 1, 0, 0]",['Discover-Preference'],"[0, 0, 0, 1, 0, 0, 0, 0, 0]","{""intents"":[""Discover-Preference""]}"
583-1_utt2_intention,583-1,2,"agent_2: I can give you 2 water, but I have to have 1 to help me when I am cooking.",Describe-Need,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",['Describe-Need'],"[0, 0, 1, 0, 0, 0, 0, 0, 0]","{""intents"":[""Describe-Need""]}"
583-2_utt1_intention,583-2,1,agent_1: What about the food? How much food do you need for camping?,Discover-Preference,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",['Discover-Preference'],"[0, 0, 0, 1, 0, 0, 0, 0, 0]","{""intents"":[""Discover-Preference""]}"
583-2_utt2_intention,583-2,2,agent_2: 2 food would be all that I need 🙂,No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",['Describe-Need'],"[0, 0, 1, 0, 0, 0, 0, 0, 0]","{""intents"":[""Describe-Need""]}"
583-3_utt1_intention,583-3,1,agent_1: I would need 2 food if you keep all the firewood. It would make it easier on me cooking wise since I'll have to look for wood,"Describe-Need,Promote-Coordination","[0, 0, 1, 0, 0, 0, 1, 0, 0]","['Describe-Need', 'Promote-Coordination']","[0, 0, 1, 0, 0, 0, 1, 0, 0]","{""intents"":[""Describe-Need"",""Promote-Coordination""]}"
583-3_utt2_intention,583-3,2,"agent_2: OK, that is fair.  So I would get 3 firewood, 1 water and 1 food and you would get 0 firewood, 2 food and 2 water.",Callout-Fairness,"[0, 1, 0, 0, 0, 0, 0, 0, 0]","['Callout-Fairness', 'Promote-Coordination']","[0, 1, 0, 0, 0, 0, 1, 0, 0]","{""intents"":[""Callout-Fairness"",""Promote-Coordination""]}"
583-4_utt1_intention,583-4,1,agent_1: I think that sounds fair to me,Callout-Fairness,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",['Callout-Fairness'],"[0, 1, 0, 0, 0, 0, 0, 0, 0]","{""intents"":[""Callout-Fairness""]}"
583-4_utt2_intention,583-4,2,agent_2: Sounds fair to me too. do we agree to submit the deal?,Callout-Fairness,"[0, 1, 0, 0, 0, 0, 0, 0, 0]","['Callout-Fairness', 'Promote-Coordination']","[0, 1, 0, 0, 0, 0, 1, 0, 0]","{""intents"":[""Callout-Fairness"",""Promote-Coordination""]}"
584-0_utt1_intention,584-0,1,agent_2: Hello 🙂 What do you need most??,Discover-Preference,"[0, 0, 0, 1, 0, 0, 0, 0, 0]","['Build-Rapport', 'Discover-Preference']","[1, 0, 0, 1, 0, 0, 0, 0, 0]","{""intents"":[""Build-Rapport"",""Discover-Preference""]}"
584-0_utt2_intention,584-0,2,"agent_1: I would say between firewood and food, eating and comfort is important to me",Describe-Need,"[0, 0, 1, 0, 0, 0, 0, 0, 0]","['Describe-Need', 'Discover-Preference']","[0, 0, 1, 1, 0, 0, 0, 0, 0]","{""intents"":[""Describe-Need"",""Discover-Preference""]}"
584-1_utt1_intention,584-1,1,"agent_2: I can understand that. I know I really need the food the most. I'm already worried I'm going to run out. I also have blood sugar problems, so I cannot run out ☹️",Describe-Need,"[0, 0, 1, 0, 0, 0, 0, 0, 0]","['Show-Empathy', 'Describe-Need']","[0, 0, 1, 0, 0, 0, 0, 1, 0]","{""intents"":[""Show-Empathy"",""Describe-Need""]}"
584-1_utt2_intention,584-1,2,agent_1: Thats fine. If you want you can have 2 foods and I get 2 of the fire wood. Sounds fair?,Callout-Fairness,"[0, 1, 0, 0, 0, 0, 0, 0, 0]","['Callout-Fairness', 'Promote-Coordination']","[0, 1, 0, 0, 0, 0, 1, 0, 0]","{""intents"":[""Callout-Fairness"",""Promote-Coordination""]}"
584-2_utt1_intention,584-2,1,agent_2: And I would take 3 water? ,No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",['Describe-Need'],"[0, 0, 1, 0, 0, 0, 0, 0, 0]","{""intents"":[""Describe-Need""]}"
584-2_utt2_intention,584-2,2,agent_1: That would be a problem since I need the water too. I was hoping that since you got 2 foods ill get the 2 waters,Callout-Fairness,"[0, 1, 0, 0, 0, 0, 0, 0, 0]","['Describe-Need', 'Promote-Coordination']","[0, 0, 1, 0, 0, 0, 1, 0, 0]","{""intents"":[""Describe-Need"",""Promote-Coordination""]}"
584-3_utt1_intention,584-3,1,"agent_2: Ok, I totally get that. So give me your total breakdown. I get how much of what, and you get how much of what?",No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",['Promote-Coordination'],"[0, 0, 0, 0, 0, 0, 1, 0, 0]","{""intents"":[""Promote-Coordination""]}"
584-3_utt2_intention,584-3,2,"agent_1: So in total I would get 2 water, 2 fire wood, 1 food. 2 food 1 one of everything else ",No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]","['Callout-Fairness', 'Describe-Need']","[0, 1, 1, 0, 0, 0, 0, 0, 0]","{""intents"":[""Callout-Fairness"",""Describe-Need""]}"
584-4_utt1_intention,584-4,1,"agent_2: What if I take 1 more firewood, so I would have 2?",No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",['Discover-Preference'],"[0, 0, 0, 1, 0, 0, 0, 0, 0]","{""intents"":[""Discover-Preference""]}"
584-4_utt2_intention,584-4,2,agent_1: I mean I would gladly trade a water and firewood for one of your extra food. ,Promote-Coordination,"[0, 0, 0, 0, 0, 0, 1, 0, 0]",['Promote-Coordination'],"[0, 0, 0, 0, 0, 0, 1, 0, 0]","{""intents"":[""Promote-Coordination""]}"
584-5_utt1_intention,584-5,1,"agent_2: No, I really do need the food the most. Let's go back to your original deal? I'll take 2 foods, you get one. I'll take 1 water, 1 firewood, and you take the rest? Do I have that right?",No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]","['Describe-Need', 'Promote-Coordination']","[0, 0, 1, 0, 0, 0, 1, 0, 0]","{""intents"":[""Describe-Need"",""Promote-Coordination""]}"
584-5_utt2_intention,584-5,2,agent_1: Yup,No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",['No-Intention'],"[0, 0, 0, 0, 1, 0, 0, 0, 0]","{""intents"":[""No-Intention""]}"
584-6_utt1_intention,584-6,1,agent_2: Deal,No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",['Promote-Coordination'],"[0, 0, 0, 0, 0, 0, 1, 0, 0]","{""intents"":[""Promote-Coordination""]}"
585-0_utt1_intention,585-0,1,agent_1: Hi friend. 🙂 I'm going camping in the woods near my grandparents cabin. I'm inviting some friends along for a little bit of fun too because they have a guest house and a great field for tents. Would you like to come too? ,Build-Rapport,"[1, 0, 0, 0, 0, 0, 0, 0, 0]","['Build-Rapport', 'Promote-Coordination']","[1, 0, 0, 0, 0, 0, 1, 0, 0]","{""intents"":[""Build-Rapport"",""Promote-Coordination""]}"
585-0_utt2_intention,585-0,2,agent_2: Oh that sounds awesome. I am actually going camping with my grandparents and my children. So I would love to have 2 firewoods for them. They get cold easily so I would like a little extra to make sure they can stay warm throughout the evening. 🙂,"Build-Rapport,Describe-Need","[1, 0, 1, 0, 0, 0, 0, 0, 0]","['Build-Rapport', 'Describe-Need']","[1, 0, 1, 0, 0, 0, 0, 0, 0]","{""intents"":[""Build-Rapport"",""Describe-Need""]}"
585-1_utt1_intention,585-1,1,"agent_1: Yes, I would love to give you two firewoods! 🙂 My grandparents might check in on us, they like camping. But my grandpa has rheumatic problems so he needs lots of water. Could we take all three?","Build-Rapport,Describe-Need","[1, 0, 1, 0, 0, 0, 0, 0, 0]","['Build-Rapport', 'Describe-Need', 'Promote-Coordination']","[1, 0, 1, 0, 0, 0, 1, 0, 0]","{""intents"":[""Build-Rapport"",""Describe-Need"",""Promote-Coordination""]}"
585-1_utt2_intention,585-1,2,agent_2: Thank you for the two firewoods. I totally understand that. Since we do have young children I want to make sure they stay hydrated so I would be willing to give you two if I can just have on extra for them.,"Describe-Need,Promote-Coordination,Show-Empathy","[0, 0, 1, 0, 0, 0, 1, 1, 0]","['Show-Empathy', 'Describe-Need']","[0, 0, 1, 0, 0, 0, 0, 1, 0]","{""intents"":[""Show-Empathy"",""Describe-Need""]}"
585-2_utt1_intention,585-2,1,"agent_1: OK. Your children must be hungry, could we give them two food while we keep one?",Describe-Need,"[0, 0, 1, 0, 0, 0, 0, 0, 0]","['Discover-Preference', 'Promote-Coordination']","[0, 0, 0, 1, 0, 0, 1, 0, 0]","{""intents"":[""Discover-Preference"",""Promote-Coordination""]}"
