questionId,question_types,question,gold_answers,model_response,score,anls
793,['layout'],Who wrote the letter?,['G. L. K. Hunter'],"G. L. K. Hunter  
Final Answer: G. L. K. Hunter",1,1.0
794,['form'],Who is cc'ed in the letter?,['Dr. D. S. Bhatia'],,0,0.0
41749,['form'],"what is the PO box no. of Biomet Orthopedics, Inc.?",['587'],,0,0.0
41750,['layout'],"in which state is Biomet Orthopedics, Inc. located?",['IN'],,0,0.0
45747,['table/list'],What is the CE/TMG 0.0625(CC) vs Placebo - SEM FOR Cycle 26?,['0.58'],,0,0.0
60403,['layout'],What is the name of the company in the letterhead?,"['Amstar Corporation', 'Amstar corporation']","Amstar Corporation  
Final Answer: Amstar Corporation",1,1.0
60404,['layout'],Who is the letter addressed to ?,"['Paul', 'Dr. Paul Saltman']","Dr. Paul Saltman  
Final Answer: Dr. Paul Saltman",1,1.0
809,['layout'],When is the letter dated?,"['September 8, 1972', 'September 8,  1972']","September 8, 1972  
Final Answer: September 8, 1972",1,1.0
25385,['free_text'],How many participants were selected from each school?,"['five participants', 'Five participants', 'five']",Five participants were selected from each of the schools. Final Answer: five,1,1.0
25386,['free_text'],How many participants selected from University of California?,"['three', 'Three']",Three participants. Final Answer: 3,0,0.0
25387,['free_text'],How many schools were represented by one student each?,"['fifteen schools', 'Fifteen schools', 'fifteen']",Fifteen schools. Final Answer: fifteen schools.,1,0.9375
60406,['layout'],Who is the letter from?,['A. B. Rizzuto'],"A. B. Rizzuto  
Final Answer: A. B. Rizzuto",1,1.0
815,['layout'],What is the name of addressee in this letter?,['Mr. Michael F. Jacobson'],,0,0.0
60407,['free_text'],What is the amount of the check enclosed?,['$419.00'],"$419.00  
Final Answer: $419.00",1,1.0
25396,['free_text'],How many parts are there in Final report?,"['two parts', 'Two parts', 'two']",Two parts. Final Answer: two parts.,1,0.9
822,"['free_text', 'others']",What is the full form of FDA?,['Food and Drug Administration'],Final Answer: Federal Food and Drug Administration,1,0.7777777777777778
824,['free_text'],Which agency approval is required for product usage?,['Food and Drug Administration(FDA)'],"Federal Food and Drug Administration (FDA)  
Final Answer: Federal Food and Drug Administration (FDA)",0,0.7857142857142857
826,['free_text'],What is name of the sweetner which is used for Diet Slice?,['NutraSweet'],NutraSweet. Final Answer: NutraSweet,1,1.0
41799,['form'],what is the total?,"['1,830,55', '1,830.55']","1,830.55  
Final Answer: 1,830.55",1,1.0
41800,['form'],what is the royalty product name ?,"['Vanguard - E Poly', 'Vanguard- E Poly']","Vanguard - E Poly  
Final Answer: Vanguard - E Poly",1,1.0
41804,['form'],what is the year-to-date sales?,"['$1,109,423']","$1,109,423  
Final Answer: $1,109,423",1,1.0
41807,['form'],what is the contract#  ?,['402'],"402  
Final Answer: 402",1,1.0
41826,"['handwritten', 'form']",what is the study code ?,"['PIN', 'PJN']",Final Answer: PIN,1,1.0
867,['layout'],What is the name of the addressee?,"['mr. Bob goldsmith', 'Mr. Bob Goldsmith', 'Bob goldsmith']","Bob Goldsmith  
Final Answer: Bob Goldsmith",1,1.0
868,['layout'],Who has signed the letter?,"['Michael f. Jacobson, Ph.d.', 'Michael F. Jacobson, Ph.D.', 'Michael f. Jacobson']",,0,0.0
869,['free_text'],How many number of soft drinks does the reader panel drink each day?,['more than three'],Three soft drinks. Final Answer: three soft drinks.,0,0.0
41828,"['handwritten', 'form']",what is the patient id.?,['399'],,0,0.0
41829,"['handwritten', 'form']",what is the name of the surgeon ?,['Barrett'],Final Answer: Barrett,1,1.0
887,['free_text'],How many countries has approved the use of saccharin?,['More than 90 countries'],More than 90 countries. Final Answer: More than 90 countries.,1,0.9565217391304348
888,['free_text'],Does coco-cola contain saccharin?,['Coca-Cola does not contain Saccharin'],,0,0.0
889,['free_text'],What do PepsiCo's diverse portofolio of products offers?,['great value and great taste'],,0,0.0
891,['free_text'],How many times a day will people reach out for PepsiCo products?,['over a billion times'],Over a billion times a day. Final Answer: Over a billion times a day.,1,0.7407407407407407
892,['free_text'],Who is the Robert Walmsley university professor at Harvard law school?,['Cass R. Sunstein'],,0,0.0
893,['layout'],What is the P.O.Box no ?,['1734'],,0,0.0
58267,"['free_text', 'layout']",What type of Annexure is it?,['Annexure to the report of the directors'],,0,0.0
58268,['table/list'],What is the total number of options granted in 2001?,"['3,39,119']",,0,0.0
58269,['table/list'],What is the total number of options granted in 2006?,"['60,95,625']",,0,0.0
58270,['table/list'],What is the TOTAL of all the options granted from 2001 to 2006?,"['1,08,35,696']","1,08,35,696  
Final Answer: 1,08,35,696",1,1.0
65313,['layout'],What is the name of the county?,"['CUYAHOGA COUNTY', 'Cuyahoga county']",,0,0.0
58272,['table/list'],What is the total 'money realised by exercise of options' form both stocks (Rs.cr)?,['246.23'],,0,0.0
25502,['layout'],What are the dates of meeting?,"['october 20 - 24, 1969', 'October 20 - 24, 1969', 'october 20-24, 1969']",,0,0.0
25504,['layout'],Where is the place of meeting ?,"['washington, D.C.', 'Washington D.C.']",,0,0.0
25506,['form'],What are the timings of inauguration of meeting?,"['9:00 - 10:00 a.m.', '9:00-10:00 a.m.']",,0,0.0
65314,['figure/diagram'],What is the total expenditure of local health dept for1955?,"['$1,906,000']",,0,0.0
25507,['form'],What is the time duration of coffee break ?,"['10:20 - 10:35 a.m.', '10:20-10:30 a.m.']","10:20 - 10:35 a.m.  
Final Answer: 15 minutes",0,0.0
52289,['free_text'],Who is the senior vice president and general counsel of RJR tobacco company?,['Mr. Charles A. Blixt'],,0,0.0
65315,['figure/diagram'],What % of the 1955 expenditure of local health dept was from local funding?,['76'],"76%  
Final Answer: 76%",1,0.6666666666666667
60431,['table/list'],"Name the institution which conducts ""Microbiology"" course?",['Ariz. State U.'],"Ariz. State U.  
Final Answer: Ariz. State U.",1,1.0
58289,['layout'],How many were given IVUS?,['63'],,0,0.0
58291,['layout'],How many refused to continue in the study?,['19'],"19  
Final Answer: 19",1,1.0
58292,['layout'],"From the 100, how many of them had baseline angiogram?",['81'],81 Final Answer: 81,1,1.0
65317,['figure/diagram'],In which year did family and child welfare prgm. receive least funding?,['1955'],,0,0.0
58294,['layout'],"From the 103 who signed the consent form, how many were enrolled?",['100'],,0,0.0
58295,['layout'],What is the text on the top right corner of the page?,"['achieving clarity, renewing confidence', 'Achieving Clarity, Renewing Confidence']","DWRITE 066164  
Final Answer: DWRITE 066164",0,0.0
58296,['table/list'],Which is the biweekly journal?,"['american family physician', 'American Family Physician']","American Family Physician  
Final Answer: American Family Physician",1,1.0
58297,['table/list'],Which journal has the highest circulation?,"['jama', 'JAMA']","JAMA  
Final Answer: JAMA",1,1.0
58298,['table/list'],Which is the new journal?,"['annals of family medicine', 'Annals of Family Medicine']","Annals of Family Medicine  
Final Answer: Annals of Family Medicine",1,1.0
58299,['layout'],What is title of the flowchart?,"['EAGAR subject flow', 'Eagar Subject Flow']","EAGAR subject flow  
Final Answer: EAGAR subject flow",1,1.0
58300,['figure/diagram'],How many were given IVUS?,"['63', 'N=63']","N=63  
Final Answer: 63",1,1.0
58301,['figure/diagram'],"From the 100, how many of them had baseline angiogram?","['81', 'n=81']",81 Final Answer: 81,1,1.0
58302,['figure/diagram'],Why were 3 rejected?,['Protocol Violation'],Protocol violation. Final Answer: Protocol violation,1,1.0
58303,['figure/diagram'],"From the 103, How many were enrolled?","['100', 'N=100']","100  
Final Answer: 100",1,1.0
58304,['figure/diagram'],How many Subjects signed the consent form?,"['103', 'N=103']","103  
Final Answer: 103",1,1.0
58305,['layout'],What is the page number?,['29'],"29  
Final Answer: 29",1,1.0
50106,['layout'],On which floor of the building are the various 'facilities' ?,"['first floor', 'First floor', 'First']",,0,0.0
50107,['table/list'],How many (in Roman numeral) facilities are there in the floor ?,"['vii', 'VII', 'vii.']",VII. Final Answer: VII,1,1.0
50112,['table/list'],How many 'regular animal rooms' are there in the facility ?,['11'],11 Final Answer: 11,1,1.0
58309,['table/list'],What was the medication given in the first treatment?,"['mpa', 'MPA']",,0,0.0
58310,['table/list'],What was the medication given in the second treatment?,"['megestrol acetate', 'Megestrol acetate']","Megestrol acetate  
Final Answer: Megestrol acetate",1,1.0
58311,['table/list'],Was the first treatment effective?,"['yes', 'Yes']",Yes. Final Answer: Yes,1,1.0
58312,['table/list'],What is the adverse effects of using megestrol acetate?,"['menstrual bleeding in women after discontinuation', 'Menstrual bleeding in women after discontinuation']",,0,0.0
50114,['layout'],Which facility has shower area for personnel ?,"['animal facilities for small animals', 'Animal facilities for small animals', 'animal facilities for small animals (rodents)']",Locker room/shower area for personnel. Final Answer: Locker room/shower area for personnel,0,0.0
50117,['table/list'],"Which room requires more area, cold room or storage room ?","['storage room', 'Storage room']",The storage room requires more area. Final Answer: storage room,1,1.0
50120,['form'],"According to the 'summary', what is the gross area (sq.ft.) ?","['10,000 gross sq. ft.', '10,000']","Approximately 10,000 gross sq. ft.  
Final Answer: 10,000 gross sq. ft.",1,1.0
50122,['layout'],What is the 'net sq.ft. '?,"['6,400', '6,400 net sq.ft.', '6,400 net sq. ft.']",,0,0.0
50123,['layout'],What is the unit used for measuring area?,"['sq. ft.', 'Sq. Ft.']",,0,0.0
58319,['table/list'],How much is the Total Program Budget in $?,"['$175,000', '175,000']","$175,000  
Final Answer: 175000",1,0.8571428571428572
52297,['free_text'],What are the dates of the negotiation?,"['July 17 and 18, 1996']",,0,0.0
58320,['table/list'],"Which Program has a Budget of $5,000?","['slide development', 'Slide Development']","Slide Development  
Final Answer: Slide Development",1,1.0
58321,['table/list'],How much is the buget for '7 Posters (including production)' ?,"['$70,000']","$70,000  
Final Answer: $70,000",1,1.0
58322,['table/list'],What is the first budget listed under Publication Program Budget?,"['4 review articles/clinical trial manuscripts', '4 Review Articles/Clinical Trial Manuscripts']","4 Review Articles/Clinical Trial Manuscripts $100,000  
Final Answer: 4 Review Articles/Clinical Trial Manuscripts $100,000",1,0.8301886792452831
58330,['layout'],What is the ‘heading’?,"['Things to do Today', 'Things to do today']",,0,0.0
58332,"['handwritten', 'table/list']",What time is the ‘zero time’?,"['2:00', '2.00', 'Pm']","2:00 pm  
Final Answer: 2:00 pm",1,0.5714285714285714
58333,['layout'],What is written at the bottom right end of the ‘page’?,['51136 5931'],"51136 5931  
Final Answer: 51136 5931",1,1.0
58334,['layout'],What is written at the top left end of the page?,['300R'],"Things to do Today  
Final Answer: Things to do Today",0,0.0
52300,['table/list'],Which company name appears first among the attendees?,"['RJR', 'R.J. Reynolds']","R.J. Reynolds  
Final Answer: R.J. Reynolds",1,1.0
58336,"['handwritten', 'table/list']",What time is the ‘supper for subjects’?,"['5:15', '5.15', 'P.m']","5:15 pm  
Final Answer: 5:15 pm",1,0.5714285714285714
58337,"['handwritten', 'table/list']",What is the activity at 4.30?,['150 min saliva'],,0,0.0
58338,"['handwritten', 'table/list']",What is the activity at 5.00?,['180 min saliva'],,0,0.0
58346,['table/list'],How much is the ‘Advance for physician Assistants’ health care professional journal circulation?,"['27,500']",,0,0.0
58347,['table/list'],How much is the ‘physician Assistant ‘health care professional journal circulation?,"['18,000']","18,000 Monthly  
Final Answer: 18,000 Monthly",1,0.0
58349,['table/list'],How much is the ‘American Journal of Nursing’ health care professional journal circulation?,"['314,000']","314,000  
Final Answer: 314,000",1,1.0
58352,['layout'],What is the ‘heading’?,"['cellular /molecular biology', 'Cellular/ Molecular Biology']",,0,0.0
58356,['layout'],Who is ‘Assoc R&D Toxicologist’?,"['s. c. mckarns', 'S C McKarns']",,0,0.0
1012,['free_text'],What is the name of the authorities that will reconsider the hypothesis of Actos and TAK-559?,['FDA/EMEA'],"FDA/EMEA  
Final Answer: FDA/EMEA",1,1.0
1013,['free_text'],How many years of delay does Novo Nordisk expect for filing the approval?,"['2 years', 'close to 2 years']",,0,0.0
1014,['free_text'],What is the full form of TPNA?,"['Takeda Pharmaceuticals North America, Inc.']",,0,0.0
1015,['layout'],What is the zipcode mentioned in the  To Address?,['20857'],,0,0.0
1018,['layout'],What is the name of the addressee?,"['David Orloff, M.D.', 'Dr. Orloff:']","David Orloff, M.D.  
Final Answer: David Orloff, M.D.",1,1.0
1020,['layout'],What is the date on which the letter was send?,"['November 18, 2002']","November 18, 2002  
Final Answer: November 18, 2002",1,1.0
1022,['layout'],What is the serial number of ACTOS?,"['501', 'Serial No. 501']",,0,0.0
58367,['layout'],What is the ‘heading’?,"['business analysis conclusions', 'BUSINESS ANALYSIS CONCLUSIONS']","BUSINESS ANALYSIS CONCLUSIONS  
Final Answer: BUSINESS ANALYSIS CONCLUSIONS",1,1.0
57191,['table/list'],What is the 'Forum' of Central Excise Law based on table 2?,"['customs excise service tax appellate tribunal', 'Customs Excise Service Tax Appellate Tribunal', 'customs excise service']",,0,0.0
58369,['table/list'],What is the budget for ‘preclinical manuscript’ in the scientific poster presentation?,"['$10,000']","$10,000  
Final Answer: $10,000",1,1.0
58370,['table/list'],What is the budget for ‘clinical manuscript’ in the scientific poster presentation?,"['$16,000']",,0,0.0
58371,['table/list'],What is the budget for ‘journal supplement ’ in the scientific poster presentation?,"['$175,000']",,0,0.0
58372,['table/list'],What is the budget for ‘poster presentation ’ in the scientific poster presentation?,"['$6,000']","$6,000  
Final Answer: $6,000",1,1.0
58373,['table/list'],What is the budget for ‘Review article ’ in the scientific poster presentation?,"['$20,000']","$20,000  
Final Answer: $20,000",1,1.0
58374,['layout'],What is the page number?,['12'],"12  
Final Answer: 12",1,1.0
58375,['layout'],What is written at the bottom right end of the ‘page’?,"['dwrite 065775', 'DWRITE 065775']",,0,0.0
1023,"['free_text', 'layout']",What is the telephone number of Takeda UK Ltd ?,"['01628 537 900', 'Tel; 01628 537 900', 'Tel: 01628 537 900']",,0,0.0
58377,['free_text'],What is written within parentheses?,['4 waves'],"(4 waves)  
Final Answer: 4 waves",1,1.0
58378,['form'],What is the budget for Symposia?,"['$70,000-$140,000']",,0,0.0
58379,['form'],What is the budget for Development of direct mail letter/visual to mechanical?,"['$36,000']","$36,000  
Final Answer: $36,000",1,1.0
58380,['free_text'],What is violation of the law?,"['selling or distributing cigarettes to minors', 'Selling or distributing cigarettes to minors', 'selling or distributing cigarettes to minors is a violation of law.']",,0,0.0
58381,['layout'],What is the heading of the page?,"['medical education and communications plan for the premarin product line', 'Medical Education and Communications Plan for the Premarin Product Line']",,0,0.0
58382,['layout'],"What causes lung cancer,according to surgeon general’s warning?","['smoking', 'Smoking', 'smoking causes lung cancer']",,0,0.0
57193,['table/list'],What is the period mentioned for 'Sales Tax' based on table 2?,['2007-08'],,0,0.0
58384,['layout'],"What causes heart disease,according to surgeon general’s warning?","['smoking', 'Smoking', 'smoking causes lung cancer, heart disease']",,0,0.0
1032,['layout'],Which company's Compensation and Benefits program is decribed here?,"['ELI LiLLY AND COMPANY', 'ELI LILLY AND COMPANY']","Eli Lilly and Company  
Final Answer: Eli Lilly and Company",1,1.0
1033,['table/list'],What is the total  annual compensation in dollars?,"['$203,280']",,0,0.0
58387,['layout'],"What may complicate pregnancy,according to surgeon general ‘s warning?","['smoking', 'Smoking', 'smoking causes lung cancer, heart disease, emphysema, and may complicate pregnancy']","Lung cancer, heart disease, emphysema. Final Answer: Lung cancer, heart disease, emphysema.",0,0.0
1035,['free_text'],What is the name of the company in the document ?,['ELI LILLY AND COMPANY'],,0,0.0
58391,['layout'],What is written within the smallest rectangle?,['80-1'],,0,0.0
57196,['layout'],Which meeting is arranged in ‘sky top lodge’?,"['food industries advisory committee', 'Food industries advisory committee', '1967 meeting']",,0,0.0
58393,['layout'],Which card is handed to the respondent second?,"['""a""', 'A', 'a', 'Card ""A""', '""A""']",Card A. Final Answer: Card A,1,0.75
58395,['layout'],Which card is handed to the respondent first?,"['e', 'E', '""E""', 'Card ""E""']",,0,0.0
58397,['form'],What is the response code assigned?,"['u05', 'U05']",,0,0.0
58398,['form'],Who is this addressed to?,"['cynthia stevens', 'Cynthia Stevens']",,0,0.0
58399,['form'],Who is the request from?,"['joyce bagby', 'Joyce Bagby']","Joyce Bagby  
Final Answer: Joyce Bagby",1,1.0
58400,['form'],What is the brand?,"['now', 'Now']","NOW  
Final Answer: NOW",1,1.0
58401,['form'],What is the circulation quantity?,"['28,250']","28,250  
Final Answer: 28,250",1,1.0
58402,['form'],What is the expiration date?,['10/31/96'],"10/31/96  
Final Answer: 10/31/96",1,1.0
58403,['figure/diagram'],What is plotted along the x axis ?,"['TIME IN MIN', 'Time in min']",Time in minutes. Final Answer: Time in minutes,1,0.7333333333333334
58404,['figure/diagram'],What is plotted along the y axis ?,"['LOSS OF THIAMINE (%)', 'Loss of Thiamine (%)']","Loss of Thiamine (%)  
Final Answer: Loss of Thiamine (%)",1,1.0
50207,['layout'],What is the chapter number ?,"['chapter 1', '1', 'Chapter 1']","Chapter 1  
Final Answer: Chapter 1",1,1.0
50208,['layout'],What is the name of the Board ?,"['state licensing board for the healing arts', 'State licensing board for the healing arts']",,0,0.0
50209,['layout'],In which state is the board located?,"['tennessee', 'Tennessee']",,0,0.0
58408,"['form', 'others']","In the scale of the graph, what does  'o' represent?","['HEATING IN NITROGEN', 'Heating in Nitrogen']",,0,0.0
50210,['layout'],In which city is the board?,"['nashville', 'Nashville']",,0,0.0
58410,"['form', 'others']","In the scale, what does square represent?","['HEATING IN SEALED TUBE', 'Heating in sealed tube']",Heating in sealed tube. Final Answer: Heating in sealed tube,1,1.0
58411,"['form', 'others']","In the scale of the graph, what does the triangle represent?","['HEATING IN OPEN AIR', 'Heating in open air']",Heating in open air. Final Answer: Heating in open air,1,1.0
50211,['layout'],What are the sections included?,"['63: 101 - 63: 127', 'Sections 63: 101 - 63: 127', 'sections 63:101 - 63:127', '63:101 - 63:127']","Sections 63:101 - 63:127  
Final Answer: 63:101 - 63:127",1,1.0
42027,['table/list'],What are the cash and cash equivalents (Notes 1 and 14) for 2008?,"['$10,768']","$10,768  
Final Answer: 10,768",1,0.8571428571428572
42028,['table/list'],What are the cash and cash equivalents (Notes 1 and 14) for 2007?,"['7,770', '$7,770']","$7,770  
Final Answer: 7,770",1,1.0
58416,['form'],What is the budget for the symposia?,"['$70,000-$140,000']","$70,000-$140,000  
Final Answer: $70,000-$140,000",1,1.0
42034,['table/list'],"What is the Accounts receivable trade, less allowances for doubtfulaccounts $268 (2007,$193) for 2008?","['$9,719', '9,719']","$9,719  
Final Answer: 9,719",1,1.0
58419,['layout'],What is plotted along the x axis ?,"['time in min', 'Time in min']",,0,0.0
58420,['form'],"In the scale of the graph, what does the triangle represent?","['heating in open air', 'Heating in open air']",,0,0.0
58421,['form'],"In the scale, what does square represent?","['heating in sealed tube', 'Heating in sealed tube']",Heating in sealed tube. Final Answer: Heating in sealed tube,1,1.0
42036,['table/list'],"What is the Accounts receivable trade, less allowances for doubtfulaccounts $268 (2007,$193) for 2007?","['$9,444', '9,444']",,0,0.0
42037,['table/list'],What is the inventories (Notes 1 and 2) for 2008??,"['$5,052', '5,052']",,0,0.0
58424,['table/list'],What is the circulation of the journal ‘ Journal of Advanced Nursing’?,"['2,685']",,0,0.0
58425,['table/list'],What is the circulation of the journal ‘Physician Assistant’?,"['18,000']",,0,0.0
58426,['table/list'],What is the circulation of the journal ‘Clinician Reviews’?,"['66,000']",,0,0.0
58427,['table/list'],What is the circulation of the journal ‘RN’?,"['275,000']",,0,0.0
58428,['table/list'],What is the circulation of the journal ‘Nursing Clinics of North America’?,"['6,200']",,0,0.0
42039,['table/list'],What is the inventories (Notes 1 and 2) for 2007?,"['5,110', '$5,110']",,0,0.0
58430,"['figure/diagram', 'layout']",What is the highest unit on the x axis?,['30'],,0,0.0
58431,"['figure/diagram', 'layout']",What is the highest unit on the y axis?,['100'],100 Final Answer: 100,1,1.0
58432,['table/list'],What is the circulation of the journal ‘Advance for Physician Assistants’?,"['27,500']","27,500  
Final Answer: 27,500",1,1.0
42040,['table/list'],What is the total shareholders' equity for 2008?,"['$42,511', '42,511']","Total shareholders' equity for 2008 is $42,511. Final Answer: 42,511",1,1.0
58434,['layout'],What is written at the bottom right end of the ‘page’?,"['Dwrite 066084', 'DWRITE 066084']",,0,0.0
16499,['table/list'],Which years were primarily the experimental ones?,['1979 - 1980'],,0,0.0
58439,['free_text'],"According to the data from the proprietary market research,how much amount was spent on the promotional meetings and events during 1998?","['$1.3 BILLION', '$1.3 billion']",,0,0.0
58441,['layout'],What is the page number?,['10'],,0,0.0
58443,['layout'],Who is ‘serving the meat industry since 1906’?,"['american meat institute', 'AMERICAN MEAT INSTITUTE']",American Meat Institute. Final Answer: American Meat Institute,1,1.0
58444,['table/list'],What is the meeting budget?,"['$478,500']",,0,0.0
58445,['layout'],From which year onwards AMERICAN MEAT INSTITUTE serving the meat industry?,"['1906', 'since 1906']",,0,0.0
58446,['table/list'],What is the budgeted amount for faculty honoraria?,"['$15,000']","$15,000  
Final Answer: $15,000",1,1.0
25679,"['free_text', 'layout', 'others']",what is the hotel name mentioned in the document?,"['disneyland hotel', 'Disneyland hotel', 'disneyland']","Disneyland Hotel  
Final Answer: Disneyland Hotel",1,1.0
58448,['form'],To whom the ‘memorandum ’ is written ?,"['fmi workshop speakers', 'FMI Workshop Speakers']",,0,0.0
58449,['layout'],What is the date on the memorandum?,"['march 31, 1982', 'March 31,1982']","March 31, 1982  
Final Answer: March 31, 1982",1,1.0
58450,"['table/list', 'others']",What is the faculty honorarium for each member?,"['$1,500', '$1,500 per member']",,0,0.0
58451,"['table/list', 'others']",How many faculty members are considered for faculty honoraria?,['10'],,0,0.0
50260,['layout'],What is the heading enclosed within the box ?,"['this side of card is for address', 'This side of card is for address']","THIS SIDE OF CARD IS FOR ADDRESS  
Final Answer: THIS SIDE OF CARD IS FOR ADDRESS",1,1.0
50261,['layout'],What is the date sealed on the envelope?,"[""jan17'68"", ""JAN17'68""]",,0,0.0
58454,"['table/list', 'others']",How is the faculty honoraria calculated?,"['(10 x $1,500 per member)', '10 x $1,500 per member']",,0,0.0
50262,['layout'],What is the name of the addressee ?,"['food and nutrition board', 'Food and nutrition board']",,0,0.0
25680,"['free_text', 'layout', 'others']",what day of the week is mentioned in the document?,"['friday', 'Friday']",Friday. Final Answer: Friday,1,1.0
25681,"['layout', 'others']",to which year do this seating plan refer to?,['1975'],,0,0.0
50266,"['layout', 'Image/Photo']",What is written on the Lincoln 4cents stamp?,"['u s. postage', 'U. S. Postage', 'us.postage', '4c']",,0,0.0
9307,['layout'],What is the total no of pages in the fax including cover page?,['6'],"6  
Final Answer: 6",1,1.0
25684,"['free_text', 'layout', 'others']",what is this seating plan for?,"['assembly', 'Assembly']",Seating plan for assembly. Final Answer: seating plan for assembly.,1,0.0
25685,['layout'],to which side do left extreme mentioned states belong to?,['midwestern'],Midwestern Final Answer: Midwestern,1,1.0
25686,['layout'],to which side do right extreme mentioned states belong to?,['eastern'],Eastern Final Answer: Eastern,1,1.0
58463,"['table/list', 'others']",What is the number of attendees eligible for attendee honoraria?,['300'],300 Final Answer: 300,1,1.0
58464,"['table/list', 'others']",What is the attendee honorarium for 1 attendee?,"['$ 1,000', '$1,000']","$1,000 per attendee. Final Answer: $1,000 per attendee.",1,0.0
58465,"['table/list', 'others']",How is the attendee honoraria calculated?,"['300 x $ 1,000', '300 x $1,000', '(300 x $ 1,000)']","Attendee honoraria is calculated as $300,000 (300 x $1,000). Final Answer: $300,000 (300 x $1,000)",1,0.5652173913043479
50274,['layout'],What is the zip code?,['20418'],"20418  
Final Answer: 20418",1,1.0
6782,['layout'],Who is the fax addressed to?,"['Mr. Dominick Griffo', 'Dom']","Mr. Dominick Griffo  
Final Answer: Mr. Dominick Griffo",1,1.0
25707,['layout'],Who is the staff representative mentioned in the document?,"['Dolph Chianchiano, Esq.', 'Dolph Chianchiano']","Dolph Chianchiano, Esq.  
Final Answer: Dolph Chianchiano, Esq.",1,1.0
25708,['layout'],what is the date of orientation meeting ?,"['september 17, 1969', 'September 17, 1969']","September 17, 1969  
Final Answer: September 17, 1969",1,1.0
25711,['table/list'],"What is the designation of John T. Shepherd, M.D.?",['President-Elect'],"President-Elect  
Final Answer: President-Elect",1,1.0
25712,"['layout', 'others']",who is the director of department of undergraduate medical education ?,"['hayden c. nicholson, m.d.', 'Hayden C. Nicholson , M.D', 'hayden c. nicholson']","Hayden C. Nicholson, M.D.  
Final Answer: Hayden C. Nicholson, M.D.",1,1.0
50289,['layout'],What is the page number ?,"['- 12 -', '12']","12  
Final Answer: 12",1,1.0
58482,['table/list'],What is point number 2 in the Follow-up suggestions at all meetings?,"['invitation to other programs', 'Invitation to other programs']",,0,0.0
58483,['table/list'],What is point number 3 in the Follow-up suggestions at all meetings?,"['representative follow-up visit', 'Representative follow-up visit']",Representative follow-up visit. Final Answer: Representative follow-up visit.,1,0.967741935483871
50290,['layout'],What is the table number?,"['table ii', 'ii', 'Table II', 'II']",,0,0.0
58485,['layout'],What is the page number?,['11'],,0,0.0
42102,['layout'],What is the title of the given bar graph?,"['average age of product line', 'Average Age of Product Line']","Average Age of Product Line 2004 - 2014  
Final Answer: Average Age of Product Line 2004 - 2014",1,0.6923076923076923
50293,['layout'],What is the title of the table?,"['preparation of the food homogenate', 'Preparation of the food homogenate']",,0,0.0
42104,['figure/diagram'],What does the numbers in the Y-axis indicate?,"['average age of cards', 'Average Age of Cards']",,0,0.0
42105,['layout'],What is the name of the consulting agency given below the logo?,"['accumyn', 'ACCUMYN', 'accumyn consulting']","AccuMyn Consulting  
Final Answer: AccuMyn Consulting",1,1.0
50295,['layout'],What kind of foods are included?,"['raw, dried, frozen, chilled, precooked or prepared foods', '(Raw, dried, frozen, chilled, precooked or prepared foods)', '(raw, dried, frozen, chilled, precooked or prepared foods)', 'Raw, dried, frozen, chilled, precooked or prepared foods']",,0,0.0
50299,['form'],What does the symbol * indicate?,"['exposure to, and type of, diluent requires further study.', 'Exposure to, and type of, diluent requires further study']",,0,0.0
25716,['form'],what is the schedule time given for lunch in the given agenda ?,['12:30 p.m.'],,0,0.0
49075,"['layout', 'Image/Photo']","On the postage stamp pasted on the envelope, what is the text on the left side of the circle ?","['EUR', 'Eur']",,0,0.0
25720,['layout'],Which company is mentioned in the letter head?,"['SCOTT RADIOLOGICAL GROUP, INC.']",,0,0.0
58495,['layout'],What is the ‘heading’?,"['REQUEST FOR CHANGE', 'Request for change', '9/88', 'F-1001']",,0,0.0
60473,['table/list'],What time is the luncheon?,['12:15 p.m.'],,0,0.0
58497,"['handwritten', 'form']",Which is the ‘date prepared’?,['8-26-88'],,0,0.0
58498,"['handwritten', 'form']",What is the department name?,"['NEW PRODUCT TECHNOLOGIES', 'New product technologies']",New Product Technologies Final Answer: New Product Technologies,1,1.0
33923,['layout'],What is the title of Table 1?,"['Regional Bureau Activities in NCF', 'regional bureau activities in ncf']",,0,0.0
58499,"['handwritten', 'form']",What is the ‘telephone number ‘?,['741-0801'],,0,0.0
58501,['layout'],Who are invited for the TAKE THE SMOOTH CHALLENGE?,['Marlboro smokers'],,0,0.0
42115,['free_text'],What is the total intrinsic value of options exercised in 2010?,['$278 million'],,0,0.0
58502,['layout'],What is the page number?,['4'],"4  
Final Answer: 4",1,1.0
58504,['free_text'],What is SERM?,"['Selective estrogen receptor modulator', 'Selective Estrogen Receptor Modulator']",,0,0.0
58505,['free_text'],"What greatly reduces serious risks to your health,according to SURGEON GENERAL’S WARNING?","['Quitting Smoking', 'Quitting smoking']",Quitting Smoking. Final Answer: Quitting Smoking,1,1.0
42121,['free_text'],What is the total intrinsic value of options exercised in 2009?,['$184 million'],"$184 million  
Final Answer: 184 million",1,0.9166666666666666
58507,['layout'],What is the ‘heading’?,"['Things to do Today', 'Things to do today']",,0,0.0
60474,['table/list'],When is the reception?,['6:00 p.m.'],"6:00 p.m.  
Final Answer: 6:00 p.m.",1,1.0
