uid,dialogue_id,utt_idx,target_utterance,gold_intent,gold_bitmask,pred_intents,pred_bitmask,raw_response
493-1_utt2_intention,493-1,2,"agent_2: I love camping, have not gone in a while. Have you ever camped by a lake?",Build-Rapport,"[1, 0, 0, 0, 0, 0, 0, 0, 0]","['Build-Rapport', 'Discover-Preference']","[1, 0, 0, 1, 0, 0, 0, 0, 0]","{""intents"":[""Build-Rapport"",""Discover-Preference""]}"
493-2_utt1_intention,493-2,1,agent_1: Yeah! I usually camp by the lake so I can use the lake water when I need extra water.,No-Need,"[0, 0, 0, 0, 0, 1, 0, 0, 0]","['Describe-Need', 'Discover-Preference', 'Build-Rapport']","[1, 0, 1, 1, 0, 0, 0, 0, 0]","{""intents"":[""Describe-Need"",""Discover-Preference"",""Build-Rapport""]}"
493-2_utt2_intention,493-2,2,agent_2: I can understand that. I have done that before. Also done winter camping next to a lake where we tried ice fishing.,No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]","['Build-Rapport', 'Show-Empathy', 'Discover-Preference']","[1, 0, 0, 1, 0, 0, 0, 1, 0]","{""intents"":[""Build-Rapport"",""Show-Empathy"",""Discover-Preference""]}"
493-3_utt1_intention,493-3,1,"agent_1: That sounds like fun. I checked my list and it looks like I am short on firewood however, would you happen to be able to spare some?","Build-Rapport,Promote-Coordination","[1, 0, 0, 0, 0, 0, 1, 0, 0]","['Describe-Need', 'Promote-Coordination']","[0, 0, 1, 0, 0, 0, 1, 0, 0]","{""intents"":[""Describe-Need"",""Promote-Coordination""]}"
493-3_utt2_intention,493-3,2,agent_2: Yeah I could supply you extra firewood. I would like some extra food if you could spare that.,Promote-Coordination,"[0, 0, 0, 0, 0, 0, 1, 0, 0]","['Describe-Need', 'Promote-Coordination']","[0, 0, 1, 0, 0, 0, 1, 0, 0]","{""intents"":[""Describe-Need"",""Promote-Coordination""]}"
493-4_utt1_intention,493-4,1,"agent_1: Yeah I could. How about I get 2 firewood, 1 food, and 2 water. And you can have the rest?",No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]","['Describe-Need', 'Promote-Coordination']","[0, 0, 1, 0, 0, 0, 1, 0, 0]","{""intents"":[""Describe-Need"",""Promote-Coordination""]}"
493-4_utt2_intention,493-4,2,agent_2: Yeah that sounds resonable. I hope you can have fun on your trip.🙂,Callout-Fairness,"[0, 1, 0, 0, 0, 0, 0, 0, 0]","['Build-Rapport', 'Show-Empathy', 'Promote-Coordination']","[1, 0, 0, 0, 0, 0, 1, 1, 0]","{""intents"":[""Build-Rapport"",""Show-Empathy"",""Promote-Coordination""]}"
494-0_utt1_intention,494-0,1,agent_2: Hello there! Excited about your camping trip? 🙂,Build-Rapport,"[1, 0, 0, 0, 0, 0, 0, 0, 0]","['Build-Rapport', 'Show-Empathy']","[1, 0, 0, 0, 0, 0, 0, 1, 0]","{""intents"":[""Build-Rapport"",""Show-Empathy""]}"
494-0_utt2_intention,494-0,2,"agent_1: Hello , yes I am , going to have lot fun . Are you excited ?",Build-Rapport,"[1, 0, 0, 0, 0, 0, 0, 0, 0]","['Build-Rapport', 'Show-Empathy', 'Discover-Preference']","[1, 0, 0, 1, 0, 0, 0, 1, 0]","{""intents"":[""Build-Rapport"",""Show-Empathy"",""Discover-Preference""]}"
494-1_utt1_intention,494-1,1,"agent_2: I sure am! There's just the little matter of dividing up the remaining resources, but I'm sure we'll be able to come to an arrangement that suits both of us! What would you say are you most important resources for this trip?","Callout-Fairness,Discover-Preference,Promote-Coordination","[0, 1, 0, 1, 0, 0, 1, 0, 0]","['Build-Rapport', 'Callout-Fairness', 'Promote-Coordination', 'Discover-Preference']","[1, 1, 0, 1, 0, 0, 1, 0, 0]","{""intents"":[""Build-Rapport"",""Callout-Fairness"",""Promote-Coordination"",""Discover-Preference""]}"
494-1_utt2_intention,494-1,2,"agent_1: The food seems to be #1 on my list , if we could find a way to divide this up between us I'd like that a lot 🙂",Promote-Coordination,"[0, 0, 0, 0, 0, 0, 1, 0, 0]","['Describe-Need', 'Promote-Coordination']","[0, 0, 1, 0, 0, 0, 1, 0, 0]","{""intents"":[""Describe-Need"",""Promote-Coordination""]}"
494-2_utt1_intention,494-2,1,agent_2: 😮 Food is #1 for me as well! What a pickle. My #2 is Firewood and my #3 is Water. We can split the Food and divided the Firewood and Food based on how important they are to us.,"Callout-Fairness,Promote-Coordination","[0, 1, 0, 0, 0, 0, 1, 0, 0]","['Describe-Need', 'Discover-Preference', 'Promote-Coordination']","[0, 0, 1, 1, 0, 0, 1, 0, 0]","{""intents"":[""Describe-Need"",""Discover-Preference"",""Promote-Coordination""]}"
494-2_utt2_intention,494-2,2,"agent_1: True we can , I'd be willing to just take one of the foods if you'd be willing to do that ? Then we can decide on the others ",Promote-Coordination,"[0, 0, 0, 0, 0, 0, 1, 0, 0]","['Promote-Coordination', 'Callout-Fairness', 'Describe-Need']","[0, 1, 1, 0, 0, 0, 1, 0, 0]","{""intents"":[""Promote-Coordination"",""Callout-Fairness"",""Describe-Need""]}"
494-3_utt1_intention,494-3,1,"agent_2: 🙂v it sound's like we're on the right track! I'll gladly take 2 Food. How would you feel about taking all of the Water, while I take all of the Firewood?",Promote-Coordination,"[0, 0, 0, 0, 0, 0, 1, 0, 0]","['Promote-Coordination', 'Discover-Preference']","[0, 0, 0, 1, 0, 0, 1, 0, 0]","{""intents"":[""Promote-Coordination"",""Discover-Preference""]}"
494-3_utt2_intention,494-3,2,"agent_1: Not really liking that , but I'd be willing to split the water with you if I could take 2 of those 🙂","Callout-Fairness,Promote-Coordination","[0, 1, 0, 0, 0, 0, 1, 0, 0]","['Callout-Fairness', 'Promote-Coordination', 'Describe-Need']","[0, 1, 1, 0, 0, 0, 1, 0, 0]","{""intents"":[""Callout-Fairness"",""Promote-Coordination"",""Describe-Need""]}"
494-4_utt1_intention,494-4,1,"agent_2: OK, you take 2 of the Water, and I take 1. That just leaves the Firewood. How about 2 for me and 1 for you?",No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]","['Promote-Coordination', 'Callout-Fairness']","[0, 1, 0, 0, 0, 0, 1, 0, 0]","{""intents"":[""Promote-Coordination"",""Callout-Fairness""]}"
494-4_utt2_intention,494-4,2,"agent_1: That sounds like what I had in mind to do , but let me think a bit more ok ?",No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]","['Build-Rapport', 'Promote-Coordination']","[1, 0, 0, 0, 0, 0, 1, 0, 0]","{""intents"":[""Build-Rapport"",""Promote-Coordination""]}"
495-0_utt1_intention,495-0,1,"agent_1: Hello, how are you doing today?",Build-Rapport,"[1, 0, 0, 0, 0, 0, 0, 0, 0]","['Build-Rapport', 'Show-Empathy']","[1, 0, 0, 0, 0, 0, 0, 1, 0]","{""intents"":[""Build-Rapport"",""Show-Empathy""]}"
495-0_utt2_intention,495-0,2,agent_2: Very good. How about you?,Build-Rapport,"[1, 0, 0, 0, 0, 0, 0, 0, 0]","['Build-Rapport', 'Show-Empathy']","[1, 0, 0, 0, 0, 0, 0, 1, 0]","{""intents"":[""Build-Rapport"",""Show-Empathy""]}"
495-1_utt1_intention,495-1,1,"agent_1: I'm doing well. I'm looking forward to going on my camping trip but will need some additional items to make sure the trip is safe, healthy, and enjoyable. ",Build-Rapport,"[1, 0, 0, 0, 0, 0, 0, 0, 0]","['Build-Rapport', 'Describe-Need']","[1, 0, 1, 0, 0, 0, 0, 0, 0]","{""intents"":[""Build-Rapport"",""Describe-Need""]}"
495-1_utt2_intention,495-1,2,agent_2: Same here. ,Build-Rapport,"[1, 0, 0, 0, 0, 0, 0, 0, 0]","['Build-Rapport', 'Show-Empathy']","[1, 0, 0, 0, 0, 0, 0, 1, 0]","{""intents"":[""Build-Rapport"",""Show-Empathy""]}"
495-2_utt1_intention,495-2,1,"agent_1: I have diabetes, so it is very important to me that I get extra packages of water and food. When I'm at home, I always need to pack extra drinks and snacks for myself in case I go into shock and need to take medication. The trip could be very dangerous for me if I don't have access to these additional supplies. ",Describe-Need,"[0, 0, 1, 0, 0, 0, 0, 0, 0]","['Describe-Need', 'Show-Empathy']","[0, 0, 1, 0, 0, 0, 0, 1, 0]","{""intents"":[""Describe-Need"",""Show-Empathy""]}"
495-2_utt2_intention,495-2,2,"agent_2: Actually mine own purposeful need is firewood and water. Being on a first time adventure, I lack these items as I was inadequately prepared.",Describe-Need,"[0, 0, 1, 0, 0, 0, 0, 0, 0]","['Describe-Need', 'Promote-Coordination']","[0, 0, 1, 0, 0, 0, 1, 0, 0]","{""intents"":[""Describe-Need"",""Promote-Coordination""]}"
495-3_utt1_intention,495-3,1,"agent_1: Okay, so firewood and water are your two most pressing needs?",Discover-Preference,"[0, 0, 0, 1, 0, 0, 0, 0, 0]","['Discover-Preference', 'Promote-Coordination']","[0, 0, 0, 1, 0, 0, 1, 0, 0]","{""intents"":[""Discover-Preference"",""Promote-Coordination""]}"
495-3_utt2_intention,495-3,2,agent_2: Yes.,No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",['No-Intention'],"[0, 0, 0, 0, 1, 0, 0, 0, 0]","{""intents"":[""No-Intention""]}"
495-4_utt1_intention,495-4,1,"agent_1: Okay. I'm willing to give in on the firewood, but I really can't give in on the water or the food. As a diabetic I have to put my health first. ",Promote-Coordination,"[0, 0, 0, 0, 0, 0, 1, 0, 0]","['Describe-Need', 'Show-Empathy', 'Callout-Fairness']","[0, 1, 1, 0, 0, 0, 0, 1, 0]","{""intents"":[""Describe-Need"",""Show-Empathy"",""Callout-Fairness""]}"
495-4_utt2_intention,495-4,2,agent_2: I can give out the food in exchange for the firewood,Promote-Coordination,"[0, 0, 0, 0, 0, 0, 1, 0, 0]","['Describe-Need', 'Promote-Coordination']","[0, 0, 1, 0, 0, 0, 1, 0, 0]","{""intents"":[""Describe-Need"",""Promote-Coordination""]}"
495-5_utt1_intention,495-5,1,"agent_1: Okay. I need all of the water, if you're getting the firewood. ",Promote-Coordination,"[0, 0, 0, 0, 0, 0, 1, 0, 0]","['Describe-Need', 'Callout-Fairness']","[0, 1, 1, 0, 0, 0, 0, 0, 0]","{""intents"":[""Describe-Need"",""Callout-Fairness""]}"
495-5_utt2_intention,495-5,2,agent_2: I can't give out all the water. I need to be hydrated as well. ,Describe-Need,"[0, 0, 1, 0, 0, 0, 0, 0, 0]","['Describe-Need', 'Show-Empathy']","[0, 0, 1, 0, 0, 0, 0, 1, 0]","{""intents"":[""Describe-Need"",""Show-Empathy""]}"
495-6_utt1_intention,495-6,1,"agent_1: You already have all the basics, though, so you won't lack sufficient water to be hydrated. I have a serious medical condition that requires that I have access to additional water. ","Describe-Need,Undermine-Requirements","[0, 0, 1, 0, 0, 0, 0, 0, 1]","['Callout-Fairness', 'Describe-Need', 'Show-Empathy']","[0, 1, 1, 0, 0, 0, 0, 1, 0]","{""intents"":[""Callout-Fairness"",""Describe-Need"",""Show-Empathy""]}"
495-6_utt2_intention,495-6,2,agent_2: The maximum bundle I can give is all packages of food + 1 package of water,No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]","['Describe-Need', 'Promote-Coordination']","[0, 0, 1, 0, 0, 0, 1, 0, 0]","{""intents"":[""Describe-Need"",""Promote-Coordination""]}"
495-7_utt1_intention,495-7,1,"agent_1: Sorry, that won't work for me. I've already said that I have a medical condition that requires additional water. You do not need that much water just to be hydrated -- you already have basic water. I can give you all of the firewood, but I need all of the water. ","Callout-Fairness,Describe-Need,Undermine-Requirements","[0, 1, 1, 0, 0, 0, 0, 0, 1]","['Describe-Need', 'Callout-Fairness', 'Undermine-Requirements']","[0, 1, 1, 0, 0, 0, 0, 0, 1]","{""intents"":[""Describe-Need"",""Callout-Fairness"",""Undermine-Requirements""]}"
495-7_utt2_intention,495-7,2,agent_2: In that case I exchange all the water only for all your firewood,Promote-Coordination,"[0, 0, 0, 0, 0, 0, 1, 0, 0]","['Describe-Need', 'Callout-Fairness', 'Promote-Coordination']","[0, 1, 1, 0, 0, 0, 1, 0, 0]","{""intents"":[""Describe-Need"",""Callout-Fairness"",""Promote-Coordination""]}"
495-8_utt1_intention,495-8,1,"agent_1: I can give you all the firewood - but as a diabetic, I still need at least one extra package of food for my blood sugar levels. So, as my final offer I can give you all of the firewood, and two extra packages of food. Do you agree to these terms?",No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]","['Describe-Need', 'Promote-Coordination', 'Show-Empathy']","[0, 0, 1, 0, 0, 0, 1, 1, 0]","{""intents"":[""Describe-Need"",""Promote-Coordination"",""Show-Empathy""]}"
495-8_utt2_intention,495-8,2,"agent_2: No, I give out only one extra package of food",Callout-Fairness,"[0, 1, 0, 0, 0, 0, 0, 0, 0]","['No-Intention', 'Describe-Need']","[0, 0, 1, 0, 1, 0, 0, 0, 0]","{""intents"":[""No-Intention"",""Describe-Need""]}"
495-9_utt1_intention,495-9,1,"agent_1: I think you misunderstood what I said. I said that *you* would receive all of the firewood, and two extra packages of food. ",No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]","['Callout-Fairness', 'Describe-Need', 'Promote-Coordination']","[0, 1, 1, 0, 0, 0, 1, 0, 0]","{""intents"":[""Callout-Fairness"",""Describe-Need"",""Promote-Coordination""]}"
495-9_utt2_intention,495-9,2,agent_2: ok,No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",['No-Intention'],"[0, 0, 0, 0, 1, 0, 0, 0, 0]","{""intents"":[""No-Intention""]}"
495-10_utt1_intention,495-10,1,"agent_1: Ok, great. It was nice negotiating with you.",Build-Rapport,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",['Build-Rapport'],"[1, 0, 0, 0, 0, 0, 0, 0, 0]","{""intents"":[""Build-Rapport""]}"
495-10_utt2_intention,495-10,2,agent_2: same here,Build-Rapport,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",['Build-Rapport'],"[1, 0, 0, 0, 0, 0, 0, 0, 0]","{""intents"":[""Build-Rapport""]}"
496-0_utt1_intention,496-0,1,agent_2: Hi there.  I'm hoping we can make a deal about me getting firewood.  I get really cold at night and I'd love to have my fire still going in the morning for coffee - I'd gladly share some if you pop by my campsite.,Describe-Need,"[0, 0, 1, 0, 0, 0, 0, 0, 0]","['Describe-Need', 'Promote-Coordination', 'Build-Rapport']","[1, 0, 1, 0, 0, 0, 1, 0, 0]","{""intents"":[""Describe-Need"",""Promote-Coordination"",""Build-Rapport""]}"
496-0_utt2_intention,496-0,2,agent_1: I am in dire need of firewood myself. I was planning on bringing food that needed to be cooked over flame. 😮,Describe-Need,"[0, 0, 1, 0, 0, 0, 0, 0, 0]","['Describe-Need', 'Promote-Coordination']","[0, 0, 1, 0, 0, 0, 1, 0, 0]","{""intents"":[""Describe-Need"",""Promote-Coordination""]}"
496-1_utt1_intention,496-1,1,"agent_2: Well maybe we can find a way to split it!  This isn't a problem we can't solve.  Are you in need of food too, then?","Discover-Preference,Promote-Coordination","[0, 0, 0, 1, 0, 0, 1, 0, 0]","['Promote-Coordination', 'Discover-Preference']","[0, 0, 0, 1, 0, 0, 1, 0, 0]","{""intents"":[""Promote-Coordination"",""Discover-Preference""]}"
496-1_utt2_intention,496-1,2,"agent_1: That would be great! I don't need food as much as I am in need of firewood, to be honest.",No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]","['Describe-Need', 'Promote-Coordination']","[0, 0, 1, 0, 0, 0, 1, 0, 0]","{""intents"":[""Describe-Need"",""Promote-Coordination""]}"
496-2_utt1_intention,496-2,1,agent_2: I brought purification tablets so I can make do with rainwater or river water.  How about you?,Discover-Preference,"[0, 0, 0, 1, 0, 0, 0, 0, 0]","['Describe-Need', 'Discover-Preference', 'Promote-Coordination']","[0, 0, 1, 1, 0, 0, 1, 0, 0]","{""intents"":[""Describe-Need"",""Discover-Preference"",""Promote-Coordination""]}"
496-2_utt2_intention,496-2,2,agent_1: That's very smart! 🙂 Way to be prepared! I didn't think to do that.,Build-Rapport,"[1, 0, 0, 0, 0, 0, 0, 0, 0]","['Build-Rapport', 'Show-Empathy']","[1, 0, 0, 0, 0, 0, 0, 1, 0]","{""intents"":[""Build-Rapport"",""Show-Empathy""]}"
496-3_utt1_intention,496-3,1,"agent_2: So if we were to split the firewood more in your favor and I were to take all the food, and then we kind of split the water, I think we could maybe make a deal here?  🙂","Callout-Fairness,Promote-Coordination","[0, 1, 0, 0, 0, 0, 1, 0, 0]","['Callout-Fairness', 'Promote-Coordination']","[0, 1, 0, 0, 0, 0, 1, 0, 0]","{""intents"":[""Callout-Fairness"",""Promote-Coordination""]}"
496-3_utt2_intention,496-3,2,agent_1: I think that is definitely doable! I'd be glad to make a deal with you. Thanks for being so reasonable! 🙂🙂,Callout-Fairness,"[0, 1, 0, 0, 0, 0, 0, 0, 0]","['Build-Rapport', 'Callout-Fairness', 'Promote-Coordination']","[1, 1, 0, 0, 0, 0, 1, 0, 0]","{""intents"":[""Build-Rapport"",""Callout-Fairness"",""Promote-Coordination""]}"
496-4_utt1_intention,496-4,1,"agent_2: So I'm proposing 1 firewood to me, 2 to you.  3 food to me.  And 2 water to me, 1 to you.  Can we work with that?  Firewood seems to be important to the both of us so I'm giving up things here.",Callout-Fairness,"[0, 1, 0, 0, 0, 0, 0, 0, 0]","['Callout-Fairness', 'Promote-Coordination', 'Describe-Need']","[0, 1, 1, 0, 0, 0, 1, 0, 0]","{""intents"":[""Callout-Fairness"",""Promote-Coordination"",""Describe-Need""]}"
496-4_utt2_intention,496-4,2,agent_1: Yes I think that will work just fine. Firewood is important especially because I usually find my food in the woods.,"Describe-Need,No-Need","[0, 0, 1, 0, 0, 1, 0, 0, 0]","['Callout-Fairness', 'Describe-Need', 'Promote-Coordination']","[0, 1, 1, 0, 0, 0, 1, 0, 0]","{""intents"":[""Callout-Fairness"",""Describe-Need"",""Promote-Coordination""]}"
497-0_utt1_intention,497-0,1,"agent_2: Hello, I think that my first deal will be fair 🙂",Callout-Fairness,"[0, 1, 0, 0, 0, 0, 0, 0, 0]","['Build-Rapport', 'Callout-Fairness']","[1, 1, 0, 0, 0, 0, 0, 0, 0]","{""intents"":[""Build-Rapport"",""Callout-Fairness""]}"
497-0_utt2_intention,497-0,2,agent_1: Well that's interesting because I don't even know what is is.,Build-Rapport,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",['No-Intention'],"[0, 0, 0, 0, 1, 0, 0, 0, 0]","{""intents"":[""No-Intention""]}"
497-1_utt1_intention,497-1,1,agent_2: We aren't allowed to submit it just yet. So let's chat. What do you value most among the items?,Discover-Preference,"[0, 0, 0, 1, 0, 0, 0, 0, 0]","['Promote-Coordination', 'Discover-Preference']","[0, 0, 0, 1, 0, 0, 1, 0, 0]","{""intents"":[""Promote-Coordination"",""Discover-Preference""]}"
497-1_utt2_intention,497-1,2,agent_1: Please don't try to order me around. 😡 I require a majority of water.,No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]","['Callout-Fairness', 'Describe-Need', 'Undermine-Requirements']","[0, 1, 1, 0, 0, 0, 0, 0, 1]","{""intents"":[""Callout-Fairness"",""Describe-Need"",""Undermine-Requirements""]}"
497-2_utt1_intention,497-2,1,agent_2: Let's be reasonable here. If you are nice to me I'll be nice to you. I'll take the majority of the wood and food if you want most water.,"Callout-Fairness,Promote-Coordination","[0, 1, 0, 0, 0, 0, 1, 0, 0]","['Build-Rapport', 'Callout-Fairness', 'Promote-Coordination']","[1, 1, 0, 0, 0, 0, 1, 0, 0]","{""intents"":[""Build-Rapport"",""Callout-Fairness"",""Promote-Coordination""]}"
497-2_utt2_intention,497-2,2,agent_1: Again don't patronize me.  What is your main focus?,Discover-Preference,"[0, 0, 0, 1, 0, 0, 0, 0, 0]","['Callout-Fairness', 'Discover-Preference', 'Undermine-Requirements']","[0, 1, 0, 1, 0, 0, 0, 0, 1]","{""intents"":[""Callout-Fairness"",""Discover-Preference"",""Undermine-Requirements""]}"
497-3_utt1_intention,497-3,1,agent_2: Please grow up. No one is patronizing you. I'm trying to negotiate. Don't be so emotional okay?,Build-Rapport,"[1, 0, 0, 0, 0, 0, 0, 0, 0]","['Undermine-Requirements', 'Promote-Coordination']","[0, 0, 0, 0, 0, 0, 1, 0, 1]","{""intents"":[""Undermine-Requirements"",""Promote-Coordination""]}"
497-3_utt2_intention,497-3,2,agent_1: Grow up. 🙂 This was too easy.  Now please answer the question.,Build-Rapport,"[1, 0, 0, 0, 0, 0, 0, 0, 0]","['Callout-Fairness', 'Undermine-Requirements']","[0, 1, 0, 0, 0, 0, 0, 0, 1]","{""intents"":[""Callout-Fairness"",""Undermine-Requirements""]}"
497-4_utt1_intention,497-4,1,agent_2: I just told what I want in exchange for majority of the water. I'll take most of the food and wood. Or else you make out way better than I do.,"Callout-Fairness,Promote-Coordination","[0, 1, 0, 0, 0, 0, 1, 0, 0]","['Describe-Need', 'Discover-Preference', 'Promote-Coordination']","[0, 0, 1, 1, 0, 0, 1, 0, 0]","{""intents"":[""Describe-Need"",""Discover-Preference"",""Promote-Coordination""]}"
497-4_utt2_intention,497-4,2,agent_1: That is not what I asked.  Is your main focus water?,Discover-Preference,"[0, 0, 0, 1, 0, 0, 0, 0, 0]","['Callout-Fairness', 'Discover-Preference']","[0, 1, 0, 1, 0, 0, 0, 0, 0]","{""intents"":[""Callout-Fairness"",""Discover-Preference""]}"
497-5_utt1_intention,497-5,1,agent_2: I'm tired of repeating myself. I'll just submit the deal.,No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]","['No-Intention', 'Undermine-Requirements']","[0, 0, 0, 0, 1, 0, 0, 0, 1]","{""intents"":[""No-Intention"",""Undermine-Requirements""]}"
497-5_utt2_intention,497-5,2,agent_1: Ok.,No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",['No-Intention'],"[0, 0, 0, 0, 1, 0, 0, 0, 0]","{""intents"":[""No-Intention""]}"
497-6_utt1_intention,497-6,1,agent_1: What is your main focus?,Promote-Coordination,"[0, 0, 0, 0, 0, 0, 1, 0, 0]",['Discover-Preference'],"[0, 0, 0, 1, 0, 0, 0, 0, 0]","{""intents"":[""Discover-Preference""]}"
498-0_utt1_intention,498-0,1,agent_2: Hey how's it going?,Build-Rapport,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",['Build-Rapport'],"[1, 0, 0, 0, 0, 0, 0, 0, 0]","{""intents"":[""Build-Rapport""]}"
498-0_utt2_intention,498-0,2,"agent_1: Not bad, yourself?",Build-Rapport,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",['Build-Rapport'],"[1, 0, 0, 0, 0, 0, 0, 0, 0]","{""intents"":[""Build-Rapport""]}"
498-1_utt1_intention,498-1,1,agent_2: Pretty good. The kids are looking forward to this weekend's camping trip. ,Build-Rapport,"[1, 0, 0, 0, 0, 0, 0, 0, 0]","['Build-Rapport', 'Show-Empathy']","[1, 0, 0, 0, 0, 0, 0, 1, 0]","{""intents"":[""Build-Rapport"",""Show-Empathy""]}"
498-1_utt2_intention,498-1,2,"agent_1: I see, thankfully I do not have any.",Build-Rapport,"[1, 0, 0, 0, 0, 0, 0, 0, 0]","['Build-Rapport', 'No-Need']","[1, 0, 0, 0, 0, 1, 0, 0, 0]","{""intents"":[""Build-Rapport"",""No-Need""]}"
498-2_utt1_intention,498-2,1,agent_2: yeah we got a lot of things planned for them at the campgrounds. they're going to be pretty busy,Build-Rapport,"[1, 0, 0, 0, 0, 0, 0, 0, 0]","['Build-Rapport', 'Describe-Need']","[1, 0, 1, 0, 0, 0, 0, 0, 0]","{""intents"":[""Build-Rapport"",""Describe-Need""]}"
498-2_utt2_intention,498-2,2,agent_1: So what is your main focus this trip?,Discover-Preference,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",['Discover-Preference'],"[0, 0, 0, 1, 0, 0, 0, 0, 0]","{""intents"":[""Discover-Preference""]}"
498-3_utt1_intention,498-3,1,agent_2: one of my kids is on medication so we are going to need to pack a lot of water. so if could spare that it would be appreciated.,"Describe-Need,Promote-Coordination","[0, 0, 1, 0, 0, 0, 1, 0, 0]","['Describe-Need', 'Show-Empathy']","[0, 0, 1, 0, 0, 0, 0, 1, 0]","{""intents"":[""Describe-Need"",""Show-Empathy""]}"
498-3_utt2_intention,498-3,2,"agent_1: Well sadly I plan to go hiking a lot so I will need lots of water, but perhaps we can come to a reasonable agreement if I have to shorten my hikes.","Callout-Fairness,Describe-Need","[0, 1, 1, 0, 0, 0, 0, 0, 0]","['Callout-Fairness', 'Describe-Need', 'Promote-Coordination']","[0, 1, 1, 0, 0, 0, 1, 0, 0]","{""intents"":[""Callout-Fairness"",""Describe-Need"",""Promote-Coordination""]}"
498-4_utt1_intention,498-4,1,agent_2: ok what do you have in mind?,Promote-Coordination,"[0, 0, 0, 0, 0, 0, 1, 0, 0]","['Discover-Preference', 'Promote-Coordination']","[0, 0, 0, 1, 0, 0, 1, 0, 0]","{""intents"":[""Discover-Preference"",""Promote-Coordination""]}"
498-4_utt2_intention,498-4,2,"agent_1: Well if I gave you a majority of the water, I would like 1 water, 3 firewood and 1 food.",Promote-Coordination,"[0, 0, 0, 0, 0, 0, 1, 0, 0]","['Callout-Fairness', 'Describe-Need', 'Promote-Coordination']","[0, 1, 1, 0, 0, 0, 1, 0, 0]","{""intents"":[""Callout-Fairness"",""Describe-Need"",""Promote-Coordination""]}"
498-5_utt1_intention,498-5,1,"agent_2: so I would have 2 water, 2 food and 1 firewood? My kids were looking forward to making s'mores. If I could get 2 water, 2 firewood and one food, that would be great!",Describe-Need,"[0, 0, 1, 0, 0, 0, 0, 0, 0]","['Describe-Need', 'Discover-Preference', 'Show-Empathy']","[0, 0, 1, 1, 0, 0, 0, 1, 0]","{""intents"":[""Describe-Need"",""Discover-Preference"",""Show-Empathy""]}"
498-5_utt2_intention,498-5,2,"agent_1: You would get 2 water and 2 food, I would get 1 water and 1 food for hiking and 3 firewood for having to stay out longer in the dark to complete my hiking goals.",Describe-Need,"[0, 0, 1, 0, 0, 0, 0, 0, 0]","['Callout-Fairness', 'Promote-Coordination']","[0, 1, 0, 0, 0, 0, 1, 0, 0]","{""intents"":[""Callout-Fairness"",""Promote-Coordination""]}"
498-6_utt1_intention,498-6,1,agent_2: doesn't really seem fair for you to get all the firewood. I would like to have at least one because then we're completely in the dark.,Callout-Fairness,"[0, 1, 0, 0, 0, 0, 0, 0, 0]","['Callout-Fairness', 'Describe-Need']","[0, 1, 1, 0, 0, 0, 0, 0, 0]","{""intents"":[""Callout-Fairness"",""Describe-Need""]}"
498-6_utt2_intention,498-6,2,"agent_1: You get lots of water and food for your children, I am cutting back on my goals by giving up energy which means I have spend more time outside hiking.  I do need to stay warm","Describe-Need,Undermine-Requirements","[0, 0, 1, 0, 0, 0, 0, 0, 1]","['Callout-Fairness', 'Describe-Need', 'Show-Empathy']","[0, 1, 1, 0, 0, 0, 0, 1, 0]","{""intents"":[""Callout-Fairness"",""Describe-Need"",""Show-Empathy""]}"
498-7_utt1_intention,498-7,1,agent_2: yes which is why you have two firewood. I think it is fair for me to get at least one. If food is so important to you then I'll give you two food. but we would be in the dark,Callout-Fairness,"[0, 1, 0, 0, 0, 0, 0, 0, 0]","['Callout-Fairness', 'Describe-Need', 'Promote-Coordination']","[0, 1, 1, 0, 0, 0, 1, 0, 0]","{""intents"":[""Callout-Fairness"",""Describe-Need"",""Promote-Coordination""]}"
498-7_utt2_intention,498-7,2,agent_1: I suppose that's fair enough.,Callout-Fairness,"[0, 1, 0, 0, 0, 0, 0, 0, 0]","['Callout-Fairness', 'Promote-Coordination']","[0, 1, 0, 0, 0, 0, 1, 0, 0]","{""intents"":[""Callout-Fairness"",""Promote-Coordination""]}"
